"","product_productid","review_userid","review_helpfulness","review_score"
"2405","B000A9QK8M","A3QVXQBLESCIZO","4/8",5
"2406","B000A9QK8M","AYGUYOZO7QS3Y","6/12",5
"2407","B000A9QK8M","A3TZB9SXJCFMFJ","29/53",1
"2408","B000A9QK8M","A2DM6FJDIQ6XLD","6/17",4
"2409","B00008WFTV","A359WWAIZ59P3Z","6/8",5
"2410","B00008WFTU","A359WWAIZ59P3Z","6/8",5
"2411","B00004CK9I","AXYGT3CBHC1WA","60/62",5
"2412","B00004CK9I","A220FJEQNGMSRN","30/31",4
"2413","B00004CK9I","A2AOZQ3WTNVVOK","42/46",4
"2414","B00004CK9I","A45KSNOH7Z60T","8/8",5
"2415","B00004CK9I","A1SVXJZ3386U2D","11/12",3
"2416","B00004CK9I","AGZVS6M8XJGN6","6/6",4
"2417","B00004CK9I","A3GRFZHT5FIBFT","6/6",5
"2418","B00004CK9I","AATS9Q7VJ4PFI","6/6",4
"2419","B00004CK9I","AA183UR6CQLW5","5/5",5
"2420","B00004CK9I","A34RNS1ARYLY6A","5/5",5
"2421","B00004CK9I","A2NJO6YE954DBH","10/12",4
"2422","B00004CK9I","A6VXZ1EEPRTLV","9/11",4
"2423","B00004CK9I","A31U2QT7SAL7K","3/4",5
"2424","B00004CK9I","A2J3YURZ48PZOW","3/4",5
"2425","B00004CK9I","A129YBX5BVNW2","5/7",4
"2426","B00004CK9I","A10ODC971MDHV8","7/10",5
"2427","B000I9WVZU","A5UMUVEV1RUS9","3/5",5
"2428","B000I9WVZU","AQ9XFB5LJ0PA6","19/21",5
"2429","B000I9WVZU","A11QNPD03C2L9Y","13/14",4
"2430","B000I9WVZU","A3F8VCGZRPI2N8","11/12",5
"2431","B000I9WVZU","AYU7USRIG5YER","7/8",5
"2432","B000I9WVZU","A2Z2YRU8HT5TKZ","4/4",5
"2433","B000I9WVZU","A2DCWQG9Z7YQLP","4/4",4
"2434","B000I9WVZU","A3MUSWDCTZINQZ","4/4",5
"2435","B000I9WVZU","A39PGE3IDI0VY6","6/7",4
"2436","B000I9WVZU","A14A53F3D45QXF","3/3",4
"2437","B000I9WVZU","A11VG3IJIMJXGV","5/6",4
"2438","B000I9WVZU","A2ZF78RQCO57FU","5/6",5
"2439","B000I9WVZU","A2UQIIJ2CD8REE","9/12",5
"2440","B00006LU76","A24MDYO5UBUA5R","10/10",1
"2441","B00006LU76","AB72ESVABSWUC","13/14",1
"2442","B000065K9E","A1Y1NBNM1QP6CJ","17/19",4
"2443","B000065K9E","A1HX00DL0SZM1G","13/15",4
"2444","B000065K9E","A2WZYL0HNUR5XH","9/10",5
"2445","B000065K9E","A2MZ433E9LE90O","9/11",3
"2446","B00006LU75","A2D00DNEAF726B","9/9",2
"2447","B00006LU75","A2M0Q95LWJNAM8","8/8",5
"2448","B00006LU75","AQ49U8G0GZLAN","8/8",1
"2449","B000FP2PE4","A8A4ES12SAKVA","15/17",5
"2450","6304462689.0","A39XMYZQOGQE2R","8/9",5
"2451","6304462689.0","AKFOCT51V0RJQ","6/7",5
"2452","B0019F02W6","A3OIH43KWWBNUP","14/16",4
"2453","B0019F02W6","A1NWBA31E9M6E9","5/8",4
"2454","B0019F02W6","A2KTCFD2DS2G1P","5/8",4
"2455","B0019F02W6","A8YQZBOQMCPJZ","3/5",5
"2456","B0019F02W6","A2E3F04ZK7FG66","4/7",4
"2457","B00151QYU8","A138826JMC0J3T","3/4",5
"2458","B00151QYU8","A1INNIFY58JOZO","3/4",3
"2459","B00151QYU8","ABRKIJ6D4V42O","3/4",5
"2460","B00151QYU8","A33FYDM1T4MVO1","3/4",4
"2461","B00151QYU8","AJHK1CIQ4RIJK","76/84",5
"2462","B00151QYU8","A2SI5J7E9TKU5N","45/51",5
"2463","B00151QYU8","A3GQO7OBVNUKOL","5/5",5
"2464","B00151QYU8","A36KUOBBYZW9SM","5/5",5
"2465","B00151QYU8","AODDKGNNV7AG2","3/5",4
"2466","B00151QYU8","A2U0DKQPZSD50Y","3/5",5
"2467","B00151QYU8","AEOI1WZQOMY2S","3/5",3
"2468","B00151QYU8","A2Y8NS22SJONDE","3/5",5
"2469","B00151QYU8","A20OFFK2ADB9I1","3/5",5
"2470","B00151QYU8","A13EJ6RF9D11B2","3/5",4
"2471","B00151QYU8","A1K7OB8VJ7CMKI","10/16",3
"2472","B00151QYU8","A2113JMF0FI5YL","10/17",2
"2473","B00151QYU8","A3P81N48BDEYVK","5/9",5
"2474","B00151QYU8","A2PKL710J288JT","5/9",2
"2475","B00151QYU8","A2VG8F8TL6AYDR","5/9",4
"2476","B00151QYU8","AR5U3XADHX906","5/9",4
"2477","B00151QYU8","A2F7CCPK4QL359","6/7",5
"2478","B00151QYU8","AZ6JSCT8F1M7X","17/23",5
"2479","B00151QYU8","AYFOF077UT761","3/3",5
"2480","B00151QYU8","A32B206L2SEXRA","3/3",4
"2481","B00151QYU8","A3LZDCBXVW9XXM","3/3",5
"2482","B00151QYU8","A1C6T8WMRO3DA3","3/3",5
"2483","B00151QYU8","AAAJX9JTVZRWJ","3/3",5
"2484","B00151QYU8","A8ZEAPWPV58XK","3/3",5
"2485","B00151QYU8","A2K2MYQGBKVKST","5/6",3
"2486","B00151QYU8","A2HKWTH8I7WONO","5/6",5
"2487","B00151QYU8","APTA4K10LDA6W","3/6",2
"2488","B00151QYU8","A20EEWWSFMZ1PN","5/6",5
"2489","B00151QYU8","A27PSZX2SE0B51","7/9",5
"2490","B00151QYU8","A27PSZX2SE0B51","7/9",5
"2491","B00151QYU8","A1L8HRCM60W0W7","12/25",2
"2492","B00151QYU8","A3OJUL6ZTGM10V","3/9",5
"2493","B00151QYU8","A1AKVA0WE49XGA","5/14",2
"2494","B00151QYU8","AJMU8VVFKMZI4","5/16",2
"2495","B00151QYU8","AZYJ9TS07B02W","7/20",2
"2496","B00151QYU8","A1Z3OFDJVMPQKB","4/17",1
"2497","B00151QYU8","A1T1AUI46FNOOC","3/15",2
"2498","B00151QYU8","A9JVQ7ATD87IM","5/20",1
"2499","B00151QYU8","A17YU2ONIC8RY4","5/20",1
"2500","B00151QYU8","A2E20PAFLDGMU9","8/27",1
"2501","B00151QYU8","A1SJLH51K5Z6AH","8/27",1
"2502","B00151QYU8","A9Q28YTLYREO7","12/36",1
"2503","B00151QYU8","AK226GTMVW8NV","10/32",1
"2504","B00151QYU8","A1ZS82R4RC0I2N","6/23",1
"2505","B00151QYU8","A1K0IUVCTK9VS1","6/23",1
"2506","B00151QYU8","A2HZUFPTKPWU95","6/23",1
"2507","B00151QYU8","A5MY7O0579931","6/23",1
"2508","B00151QYU8","A2MVZS39F3XKH3","13/39",1
"2509","B00151QYU8","A38837VBBOI1OK","5/21",1
"2510","B00151QYU8","A2CDMCG1Z84A51","5/22",2
"2511","B00151QYU8","A39W3263A9HCMN","7/27",1
"2512","B00151QYU8","A331OF34UX4Y1K","11/37",1
"2513","B00151QYU8","A121B2HES3TX0L","5/23",1
"2514","B00151QYU8","A3VC0DXNSMFKZV","12/40",1
"2515","B00151QYU8","A2X27FQSHP418Y","9/33",1
"2516","B00151QYU8","A6ZFJ8498XEV1","14/45",1
"2517","B00151QYU8","AP77NPYOQHII5","6/26",1
"2518","B00151QYU8","AEMF8YUXYN6W5","6/26",1
"2519","B00151QYU8","A2UYAFQ40U2PHS","6/29",1
"2520","B00151QYU8","A29NF172T3MTK","3/22",1
"2521","B00151QYU8","A1VZLLDNLURGJB","4/25",1
"2522","B00151QYU8","A3S3JN61F8337K","5/28",1
"2523","B00151QYU8","A17NQZOOHQAC3J","5/28",1
"2524","B00151QYU8","ANBQIWHO9JRFS","8/36",1
"2525","B00151QYU8","A3RME2OXY4B6H8","4/27",1
"2526","B00151QYU8","AUUHG7HG2DP89","4/5",4
"2527","B00151QYU8","A1JG9920BAIQTD","4/5",5
"2528","B00151QYU8","A1UC1XTZGE7MRS","3/26",1
"2529","B00151QYU8","A37TKV26F35V6U","4/29",1
"2530","B00151QYU8","A3T8DOVAU6Z05U","4/29",1
"2531","B00151QYU8","A23DXQH64FG740","5/33",1
"2532","B00151QYU8","A1JIW8GOSSGUQR","3/28",1
"2533","B00151QYU8","A1YV2BZROWMB8Y","6/38",1
"2534","B00151QYU8","A1QQPIUXWD4G0Z","10/60",1
"2535","B00151QYU8","A1E80U72W4ZE1A","8/11",5
"2536","B00151QYU8","A3NM0RAYSL6PA8","10/14",2
"2537","B00151QYU8","A2S166WSCFIFP5","12/17",5
"2538","B0000544LY","A3TIJC6L8USJ6Q","30/31",5
"2539","B0000544LY","A8TEUCTR2RZXW","16/16",5
"2540","B0000544LY","A29716UF3AA9UI","5/5",5
"2541","B0000544LY","A2K7AGFMLCHFLJ","3/4",5
"2542","B0000544LY","A2X6GEC6LCDN4S","3/4",5
"2543","B0000544LY","A24RNQ5L9TJBCU","3/4",4
"2544","B0000544LY","A1BRD60V2ETVHT","4/8",5
"2545","B000AMWIVM","A15GYIWLUP59RU","3/4",5
"2546","B000AMWIVM","AZNFKXDOLCLE9","3/4",2
"2547","B000AMWIVM","A1E85KPLPYVW8E","3/4",4
"2548","B000AMWIVM","A32TSN3LYW6P7T","3/4",5
"2549","B000AMWIVM","A3IDMLOWLHWNDJ","3/4",3
"2550","B000AMWIVM","AFKMSEXFXMWHC","3/4",3
"2551","B000AMWIVM","ARXLJKKEGBV4B","3/4",5
"2552","B000AMWIVM","AQM0K7MBBT4AY","3/4",2
"2553","B000AMWIVM","A3QP6QYO9D8HA","3/4",5
"2554","B000AMWIVM","A2VIBW6JFZ10MQ","5/7",4
"2555","B000AMWIVM","A3HLRR2FL9E5DP","5/7",2
"2556","B000AMWIVM","A37JFQMMYQ9NWU","5/7",2
"2557","B000AMWIVM","A2X68A4CORTII2","7/10",2
"2558","B000AMWIVM","A33CLVW2K7SL1P","13/19",5
"2559","B000AMWIVM","A25ZVI6RH1KA5L","88/132",4
"2560","B000AMWIVM","A39IBJB2PBVC7I","6/9",2
"2561","B000AMWIVM","A1GSR7RGCG1QYZ","6/9",4
"2562","B000AMWIVM","A7YRIAR531O83","6/9",4
"2563","B000AMWIVM","A3KJ6JAZPH382D","6/9",2
"2564","B000AMWIVM","A2I03HGPA5VW1D","4/6",2
"2565","B000AMWIVM","A2SVZWMYO7GN2A","4/6",2
"2566","B000AMWIVM","AGSMIZ6BT53YF","4/6",4
"2567","B000AMWIVM","A2VEH04TLXSDNH","4/6",2
"2568","B000AMWIVM","A1E1L3HSLRS062","4/6",3
"2569","B000AMWIVM","A1GR1RGTYII87N","4/6",2
"2570","B000AMWIVM","A2NJO6YE954DBH","74/96",4
"2571","B000AMWIVM","A2PN7Z2VTHICL8","84/111",5
"2572","B000AMWIVM","ASYDZRSFCBHYE","16/20",4
"2573","B000AMWIVM","A1N5OTGEXNAS3Y","12/15",5
"2574","B000AMWIVM","ANM2DSMRN92G3","9/11",2
"2575","B000AMWIVM","A20IIR0422G3A5","13/17",3
"2576","B000AMWIVM","A3IBYRSA490ZOA","3/3",3
"2577","B000AMWIVM","A3HZ1R0V1XYN47","3/3",5
"2578","B000AMWIVM","AILBDL6ATVDCJ","3/3",3
"2579","B000AMWIVM","A18BD98SU49UB7","3/3",3
"2580","B000AMWIVM","A2RSPPUE65QFSP","9/14",4
"2581","B000AMWIVM","A105YVLAZNYQUU","18/28",1
"2582","B000AMWIVM","A3NIY8MCAMPT27","5/8",2
"2583","B000AMWIVM","A1VCPMT1RRS7K0","5/8",4
"2584","B000AMWIVM","A3W28FJBC5VBAM","5/8",2
"2585","B000AMWIVM","A37HCSGGRH8UO6","5/8",5
"2586","B000AMWIVM","A2WX1UESDOLXRE","3/5",3
"2587","B000AMWIVM","AB2LEDTZ9D68L","3/5",4
"2588","B000AMWIVM","A1ARQYFYXAL4I","3/5",4
"2589","B000AMWIVM","A1RBZBGGV33JKN","3/5",2
"2590","B000AMWIVM","A3R6ST52EBN2FK","3/5",5
"2591","B000AMWIVM","A2I0ZH6ZLQNB4O","3/5",2
"2592","B000AMWIVM","A305RVL6YTJM3L","3/5",5
"2593","B000AMWIVM","A7YGL1V8QO2GB","3/5",3
"2594","B000AMWIVM","AW99SBGWEXP0J","3/5",5
"2595","B000AMWIVM","AC3809DGG1NCY","3/5",2
"2596","B000AMWIVM","A3KCV7J6XCYEFI","3/5",5
"2597","B000AMWIVM","A2C5LA07JCDWTN","17/27",1
"2598","B000AMWIVM","A2X6OWQLWZG3K","13/21",1
"2599","B000AMWIVM","A29N57FXN0RFQJ","11/18",1
"2600","B000AMWIVM","A225G2TFM76GYX","4/7",2
"2601","B000AMWIVM","A16IXZW2A0NFR6","4/7",3
"2602","B000AMWIVM","AJQDDDILUGP07","4/7",2
"2603","B000AMWIVM","A2IFGYZU888OWO","4/7",5
"2604","B000AMWIVM","A30WW5KXDL9ZI3","3/3",3
"2605","B000AMWIVM","A3DOID0Q4IUFLK","3/3",5
"2606","B000AMWIVM","A19VMQDCB4HZ9P","5/6",3
"2607","B000AMWIVM","A28CCN6VYHRUKS","5/6",5
"2608","B000AMWIVM","AC4V9HLOMTOQK","5/6",4
"2609","B000AMWIVM","A1YTCTY24AOKMF","5/6",2
"2610","B000AMWIVM","A2NJO6YE954DBH","5/6",4
"2611","B000AMWIVM","A3Q9NJJKEL1YC4","7/9",5
"2612","B000AMWIVM","A1IYO2GN5RF2EE","18/25",2
"2613","B000AMWIVM","A1W513JGNIPOEC","7/12",1
"2614","B000AMWIVM","A27CHILBK6HIL2","10/17",1
"2615","B000AMWIVM","A2D48EUDP677JO","5/9",1
"2616","B000AMWIVM","A2EDZH51XHFA9B","5/9",4
"2617","B000AMWIVM","A2ZYUJWGO30U76","5/9",5
"2618","B000AMWIVM","A3FBGZ4E6KGIW2","13/22",1
"2619","B000AMWIVM","A3F2DHG5KIZRSV","8/14",1
"2620","B000AMWIVM","A3TCOEFFXEA0GV","8/14",1
"2621","B000AMWIVM","A3J7JSXQTUXOTP","3/6",5
"2622","B000AMWIVM","AUNCII7QSW4DF","3/6",4
"2623","B000AMWIVM","AOZXMQ5OMTUKO","3/6",5
"2624","B000AMWIVM","A4JP4T1F95D0A","3/6",4
"2625","B000AMWIVM","A2R1XCWRIMQCVU","3/6",4
"2626","B000AMWIVM","AQERGDZ5MSFTJ","3/6",5
"2627","B000AMWIVM","ABO2ZI2Y5DQ9T","3/6",3
"2628","B000AMWIVM","A3L51TJ5BFKJ59","3/6",1
"2629","B000AMWIVM","A2P0CHR2KVAY47","3/6",1
"2630","B000AMWIVM","A3Q8WDMKOPF6XC","6/11",1
"2631","B000AMWIVM","A2OOU0TVOUIAAQ","9/16",1
"2632","B000AMWIVM","AQXAT1QL8I84N","9/16",1
"2633","B000AMWIVM","A3HGLP26MPOK92","18/31",1
"2634","B000AMWIVM","A1HJZ1SBR0ROHH","7/13",1
"2635","B000AMWIVM","AQ2RL6HTVI86T","6/12",1
"2636","B000AMWIVM","A1BH34IMUVK9WP","3/7",5
"2637","B000AMWIVM","A1PLD593U9S5KQ","3/7",2
"2638","B000AMWIVM","A11HKM56T5EWE2","3/7",3
"2639","B000AMWIVM","A2D1TK803BQ800","3/7",4
"2640","B000AMWIVM","A1KF0XFAO2WNWK","3/7",2
"2641","B000AMWIVM","A8LX4AF6AH2MR","3/7",5
"2642","B000AMWIVM","A1CDZNPO7U4E6N","3/7",1
"2643","B000AMWIVM","A33F2M1O4PF69U","7/14",1
"2644","B000AMWIVM","A3Q4XAQXKKV6V","11/21",1
"2645","B000AMWIVM","AG0TA24LI0XV7","4/5",3
"2646","B000AMWIVM","A61S4GZXUII2S","4/5",3
"2647","B000AMWIVM","AGKB3TS7PVF51","4/5",5
"2648","B000AMWIVM","A1MT7NOHNEDJNP","5/11",1
"2649","B000AMWIVM","A1A1Q5JWE6LFWF","5/11",1
"2650","B000AMWIVM","AZWNUPTLDWHMW","5/11",1
"2651","B000AMWIVM","A1R602SXNGOMJ4","3/8",2
"2652","B000AMWIVM","A1ZBJ7Z9QHS1YL","6/14",1
"2653","B000AMWIVM","A1XK5SZKQJVDTI","3/9",1
"2654","B000AMWIVM","A3HXFR3B0V5HNM","3/9",1
"2655","B000AMWIVM","A2ODF4T1AAN83E","4/11",3
"2656","B000AMWIVM","A3P7M6W7V5YXUJ","10/22",1
"2657","B000AMWIVM","ACQXZS0F9JSXL","5/13",2
"2658","B000AMWIVM","A3P616ODTG032L","6/15",1
"2659","B000AMWIVM","ATB9JPCCRT87Z","5/14",1
"2660","B000AMWIVM","A3AP4XR4NYHQTJ","4/13",1
"2661","B000AMWIVM","A3DIVTJC2HVNJF","10/25",1
"2662","B000AMWIVM","AV1KYJXHOWPMD","3/12",1
"2663","B000AMWIVM","A3NGILRLE01DPV","3/12",1
"2664","B000AMWIVM","A2EXZP5Q6WM001","4/14",1
"2665","B000AMWIVM","A1XRXNSHVCZA5A","4/14",1
"2666","B000AMWIVM","A3OQTF0ULYJUM5","5/16",1
"2667","B000AMWIVM","A3DIBKVC1CGCN7","4/15",1
"2668","B000AMWIVM","A30FVNWL3XIME4","10/14",5
"2669","B000AMWIVM","A331OF34UX4Y1K","4/18",1
"2670","B000AMWIVM","A2C5RM58K7CDN6","3/16",1
"2671","B000AMWIVM","A2Z0CS7YFXBCJE","5/21",1
"2672","B000AMWIVM","A1OYJNAWWPFRZI","4/20",1
"2673","B000AMWIVM","A293C0BJJY3RFV","4/20",1
"2674","B000AMWIVM","A3CRTEB3OTD5SN","3/18",1
"2675","B000AMWIVM","A13IKSGDYNBNQS","3/4",3
"2676","B000AMWIVM","A3ODKXUAP2IOMT","3/4",5
"2677","B000AMWIVM","A3FT7YYOPVX139","3/4",5
"2678","B000AMWIVM","A2RQ6QB24D07G8","3/4",4
"2679","B000AMWIVM","AAJKLQK75RD1U","3/4",5
"2680","B000AMWIVM","A10V1OH3JWFM90","3/4",4
"2681","B000AMWIVM","A42EHW2PXOINA","3/4",3
"2682","B000AMWIVM","A31UAJMF9W7U96","3/4",4
"2683","B000AMWIVM","ALASEBO7GCFAD","3/4",5
"2684","6301699599.0","A30LMTLC9XVWKJ","7/11",4
"2685","6301699599.0","A2RFG9LI7JDILS","7/11",5
"2686","6301699599.0","A1OZCK6PFT2FGC","3/5",5
"2687","6301699599.0","AZQVP2CX1F7A6","3/5",5
"2688","6301699599.0","ADKK5IT889ZUU","3/5",5
"2689","6301699599.0","A2C2BQSS19PN8X","3/5",5
"2690","6301699599.0","A338KR1ZO71XSI","3/5",5
"2691","6301699599.0","A2G9EWAIODCC6Q","7/12",3
"2692","6301699599.0","A29QA79VLQGHY6","5/9",4
"2693","6301699599.0","A202LSJQB16T75","5/9",5
"2694","6301699599.0","ATE3ICWSXBHED","3/6",3
"2695","6301699599.0","A3I7Q08NJ9ST3V","3/6",5
"2696","6301699599.0","A1G0RWUE33DTF","12/21",2
"2697","6301699599.0","AO4R5CRI1DHYT","4/8",5
"2698","6301699599.0","AZ3X6H3MY44ON","4/8",3
"2699","6301699599.0","A312DJ13DFEU96","19/33",2
"2700","6301699599.0","AE4JNORCLW8F6","3/7",4
"2701","6301699599.0","A15J07RXB3W0YX","3/7",3
"2702","6301699599.0","A2Q0A0V1FQL9MZ","3/7",3
"2703","6301699599.0","A2VQW7JNCF5O1J","97/112",5
"2704","6301699599.0","A2FRKEXDXDN1KI","20/21",5
"2705","6301699599.0","A1YHKSTVSYEYTU","45/53",5
"2706","6301699599.0","A2LY3K8DCII6KR","26/30",5
"2707","6301699599.0","A1COQ2DOO1O9HD","12/13",5
"2708","6301699599.0","A6FIAB28IS79","32/41",5
"2709","6301699599.0","A4RTL4PBUA1D5","29/37",5
"2710","6301699599.0","AUAOBEFRR6393","12/14",4
"2711","6301699599.0","AGHWY6N0UK74P","9/10",5
"2712","6301699599.0","A3PA0W1VUDU4J7","6/6",5
"2713","6301699599.0","A1QKCTSWTOOFRK","3/8",3
"2714","6301699599.0","A1XZNFPUPJ1811","16/31",1
"2715","6301699599.0","AV0OBG2SS1I1R","4/10",3
"2716","6301699599.0","A3MQ19YTONH2NU","3/10",3
"2717","6301699599.0","A3UWIEJAXJA6YQ","3/10",3
"2718","6301699599.0","A16DGGXGJAUV3Y","3/11",5
"2719","6301699599.0","A3ODJUPGLR9APE","4/13",2
"2720","6301699599.0","A1TRWW665ACYQ3","7/19",1
"2721","6301699599.0","AZWMGBRZ3GYG","4/16",2
"2722","6301699599.0","A1WJ59N7LLU1K3","7/23",2
"2723","6301699599.0","A2GR3LJ5HEYY1M","3/15",3
"2724","6301699599.0","A3JEILJ79EDN6V","7/24",5
"2725","6301699599.0","AM8TGKZ8Q15XC","9/29",2
"2726","6301699599.0","A3EAU736LWTDCE","4/18",2
"2727","6301699599.0","A1UW54MAZMSZF2","11/35",1
"2728","6301699599.0","A8BO2L4QNMUIG","18/51",1
"2729","6301699599.0","AQ0LVT0KYRHKO","3/17",5
"2730","6301699599.0","A39R2KT7K41INJ","13/40",1
"2731","6301699599.0","A32ILKKSVOIZ2Y","9/31",1
"2732","6301699599.0","AJ9R6I52G6811","9/31",1
"2733","6301699599.0","A2B9WOSXCU7LDM","13/41",1
"2734","6301699599.0","A3BVRA2QL3TIOQ","13/41",1
"2735","6301699599.0","A1VMBKY6LE7OQ1","14/44",1
"2736","6301699599.0","A1S52P48XUBVSG","19/56",1
"2737","6301699599.0","AD9WTAOAFUZA4","21/61",1
"2738","6301699599.0","A2LCM1E6F6OXX3","8/31",1
"2739","6301699599.0","ACIBQ6BQ6AWEV","143/194",4
"2740","6301699599.0","A35AMPDFAB8JLT","8/9",4
"2741","6301699599.0","A2EBLL2OYEQJN9","5/5",5
"2742","6301699599.0","AJKWF4W7QD4NS","10/12",5
"2743","6301699599.0","A1L8HRCM60W0W7","22/29",3
"2744","6301699599.0","A2B73CL3QSYWLB","9/11",5
"2745","6301699599.0","A367Q9VRWQZG7W","9/11",5
"2746","6301699599.0","A15P23GE7SCFBK","9/11",5
"2747","6301699599.0","AI8X8Y6KU7XXK","4/4",5
"2748","6301699599.0","A2CW9IQAPFEYLM","5/6",5
"2749","6301699599.0","A3PWPNZVMNX3PA","7/9",5
"2750","6301699599.0","A1DU58OZJNPUHV","3/4",4
"2751","6301699599.0","A3O9CC5VNAICVT","3/4",5
"2752","6301699599.0","A2HW33PQSRHLNO","6/9",5
"2753","6301699599.0","A2CI8F19M08GO6","6/9",5
"2754","6301699599.0","A2XSGVBHS37L2B","4/6",4
"2755","6301699599.0","ANBQIWHO9JRFS","4/6",4
"2756","6301699599.0","A18HXCVW3FNDY3","4/6",5
"2757","6301699599.0","A17JB33WWOX2B0","8/11",5
"2758","6301699599.0","A1PFZHVVACXQYY","9/14",5
"2759","B004J0DQS0","A2YUCR512YQCP2","8/8",4
"2760","B001PPLJN6","A1QV47XI6DXLW5","15/17",2
"2761","B001PPLJN6","A39I47GON99CI4","16/20",1
"2762","B001PPLJN6","AU3KVHSIDHNTN","4/4",1
"2763","6304091338.0","A1L43KWWR05PCS","49/51",5
"2764","6304091338.0","A3VIOCJZ22JZXT","32/33",5
"2765","6304091338.0","A28WJUJF6D2ULA","5/5",5
"2766","6304091338.0","A2NJO6YE954DBH","5/5",4
"2767","6304091338.0","A1L8HRCM60W0W7","9/11",3
"2768","6304091338.0","A1A0BL9H0EY947","4/4",5
"2769","6304091338.0","A1HJSD9YSL3CRO","4/4",4
"2770","6304091338.0","A16YB92FTBQJKT","4/4",4
"2771","6304091338.0","AU03GLDS5TM0M","4/4",5
"2772","6304091338.0","AZ5JGGV2SAP1R","6/7",5
"2773","6304091338.0","AJBFQP2JXBX6Q","3/3",5
"2774","6304091338.0","A1OWIJWFXMIC3L","3/3",5
"2775","6304091338.0","A3HGE1BK2VDF25","3/3",5
"2776","6304091338.0","A2FEJIORC1MBG3","3/3",4
"2777","6304091338.0","AXSCIMDPR7N21","3/3",5
"2778","6304091338.0","AW3VZ5O895LRK","5/6",5
"2779","6304091338.0","A2SLA0SXRQV8M0","4/5",5
"2780","6304091338.0","A2VP5OOKKLLCPV","3/4",5
"2781","6304091338.0","A1U7L28N1N8E0L","5/7",4
"2782","6304091338.0","A3O1IIU1HUWGY6","4/6",4
"2783","6304091338.0","A16CZRQL23NOIW","5/7",5
"2784","6304091338.0","A17UL6RVPNK5IS","12/12",4
"2785","B003CJUWVI","A33EN2ZL2MS0CI","16/16",3
"2786","B003CJUWVI","A35ZK3M8L9JUPX","10/11",4
"2787","B005ZMBBRY","A1AZ2GJ6S8SUCE","17/20",4
"2788","B005ZMBBRY","A14XW8BJGEBM91","32/40",5
"2789","B005ZMBBRY","A31ZIKDB57Q1TO","30/41",3
"2790","B005ZMBBRY","A28Z84QTQ3ZLF3","5/6",3
"2791","B005ZMBBRY","AAZRWLML88IZK","9/12",1
"2792","B005ZMBBRY","A166EDWJV942KY","3/4",3
"2793","B005ZMBBRY","A1W3BBFXC2KV95","8/12",5
"2794","B005ZMBBRY","A36INLW8OL3A73","7/11",2
"2795","B005ZMBBRY","A1J2XA4QEZ2P92","6/10",5
"2796","B005ZMBBRY","ACT23DA95IX31","4/7",3
"2797","B005ZMBBRY","A3APW42N5MRVWT","6/14",2
"2798","B005ZMBBRY","A1CSOF9EOTPVEO","7/17",1
"2799","B000WCN8TG","A24ZFFRQ4MG3XL","7/7",5
"2800","B000WCN8TG","A12LSBZQJLXBFU","9/13",2
"2801","B000WCN8TG","A39GW5CBWTIWAZ","4/19",4
"2802","B00064N6VU","AN0IVAMXD5TT0","4/4",3
"2803","B00064N6VU","A2Z5M2KZXL2B9G","4/4",4
"2804","B00064N6VU","A9LNWA25IM2DX","3/3",5
"2805","6301723465.0","AI32DY9FYDART","19/20",2
"2806","6301723465.0","A1T8BDAX1K1QV6","16/17",1
"2807","6301723465.0","ATUCQGS8JC0TQ","14/16",1
"2808","6301723465.0","A2WLZD9BY669HY","15/20",2
"2809","6301723465.0","A1GGOC9PVDXW7Z","4/5",3
"2810","6301723465.0","A2WLZD9BY669HY","6/8",1
"2811","6301723465.0","A1GGOC9PVDXW7Z","3/4",3
"2812","6301723465.0","AN8JAONFC5568","5/8",1
"2813","6301723465.0","A2TAV6XYP1UB4P","6/10",3
"2814","B000ANVPPG","A1GHUN5HXMHZ89","115/127",4
"2815","B000ANVPPG","A3V6Z4RCDGRC44","42/45",5
"2816","B000ANVPPG","A7Y6AVS576M03","53/58",5
"2817","B000ANVPPG","AFJZJPUH14ANV","14/14",5
"2818","B000ANVPPG","A1I9B4PSCDDWOO","10/11",5
"2819","B000ANVPPG","A2364DJDJWF5LO","7/7",5
"2820","B000ANVPPG","A81P47EIXM8HA","6/6",5
"2821","B000ANVPPG","A3PD6WWOPKPLJ9","6/6",5
"2822","B000ANVPPG","A1KP0IVWU0RQ0A","5/5",5
"2823","B000ANVPPG","A47A2OWBCB24","5/5",5
"2824","B000ANVPPG","A2Q13PHEXGR48Q","5/5",4
"2825","B000ANVPPG","A2RSQRFK2GCQFT","5/5",5
"2826","B000ANVPPG","AGZVS6M8XJGN6","10/12",4
"2827","B000ANVPPG","A27FN4HAYH2JDI","10/12",1
"2828","B000ANVPPG","AQBRMBQ99ESI7","4/4",5
"2829","B000ANVPPG","A20JYIHL1W1U54","4/4",5
"2830","B000ANVPPG","APSA9L4W878G0","4/4",5
"2831","B000ANVPPG","A8BLRHHSMFJ5G","4/4",4
"2832","B000ANVPPG","A10GTH3X4FSVYS","4/4",3
"2833","B000ANVPPG","AVE8XRQXQ86TU","4/4",4
"2834","B000ANVPPG","A2A4ZMW2U0FIJF","6/7",5
"2835","B000ANVPPG","A3GN9I0UYV08LC","3/3",4
"2836","B000ANVPPG","A25C6UL3BX7EPD","3/3",4
"2837","B000ANVPPG","A31I3HXMD5H1EL","3/3",4
