product_productid,review_userid,review_helpfulness,review_score
B001ILFUD2,A3N8RZSXKN1OR2,0/1,5.0
B001ILFUD2,A1AMN6IK5DSTX1,0/1,5.0
B001ILFUD2,A3ADJ4MB5OHG3F,0/1,4.0
B0006UYNSO,AQP1VPK16SVWM,76/77,4.0
B0006UYNSO,AK61LQI92GTCH,31/31,5.0
B0006UYNSO,A3TZB9SXJCFMFJ,5/5,5.0
B0006UYNSO,A1WVYNOO4OPPS7,4/4,3.0
B0006UYNSO,A2B715TW5JQVYE,3/3,4.0
B0006UYNSO,AZUBX0AYYNTFF,3/3,5.0
B0006UYNSO,A16QODENBJVUI1,3/3,4.0
B0006UYNSO,A2TQR2D3N8QGNG,2/2,5.0
B0006UYNSO,A1BWDLZR1SO3U4,2/2,5.0
B0006UYNSO,A1QGB7ICVT3Y6L,2/2,4.0
B0006UYNSO,A1JWSDDIH5Z7DV,2/2,4.0
B0006UYNSO,A16BUYFD7R4QMI,2/2,4.0
B0006UYNSO,A1J03J0HZ7KU5T,1/1,3.0
B0006UYNSO,A1EGIJ9Q2ZHUX1,1/1,5.0
B0006UYNSO,A1QLPP1H6P6F7O,1/1,3.0
B0006UYNSO,A20ZUNN7AOG5MQ,1/1,5.0
B0006UYNSO,A1FNW6H983I87V,1/1,5.0
B0006UYNSO,A1329P82ZFMDXQ,1/1,5.0
B0006UYNSO,A1JB8UU5A9JQXX,1/1,5.0
B0006UYNSO,A1RP4YPNVD1IO2,1/1,5.0
B0006UYNSO,A454D1CY4QEW2,1/1,5.0
B0006UYNSO,A10ODC971MDHV8,1/1,5.0
B0006UYNSO,A3LJBZHVTBPMAQ,1/1,4.0
B0006UYNSO,A31QEAZMJWBF28,1/1,5.0
B0006UYNSO,A2X44DD1TN0P13,2/3,4.0
B0006UYNSO,A2HVL790PBWYTU,0/0,4.0
B0006UYNSO,A25UZ7MA72SMKM,0/0,3.0
B0006UYNSO,A3MV1KKHX51FYT,0/0,5.0
B0006UYNSO,A1FVCZZY8M1FEP,0/0,4.0
B0006UYNSO,A2HS8VVKH65YKY,4/7,4.0
B0006UYNSO,AGEIT17HENDIS,0/1,3.0
B0006UYNSO,A2HPFRNPZZ405N,0/1,5.0
B0006UYNSO,AJIEKWBVCWSMC,0/1,5.0
B0006UYNSO,A39IY0JU5JI69G,1/4,3.0
B0006UYNSO,A234PK90SOCFSF,6/13,3.0
B0006UYNSO,A29WKW0CC03FSX,4/10,3.0
B0006UYNSO,A2XHOLOLKGV1FE,0/3,4.0
B0006UYNSO,A1JCWK43MAGZIG,9/23,2.0
B0001GH7VS,A2B3QTNPR6EFDO,18/20,4.0
B0001GH7VS,A86GTYQ4MZB73,14/17,5.0
B0001GH7VS,A2SMLMZWMPNPKK,3/3,4.0
B0001GH7VS,A2G99T61XZXSS7,3/3,4.0
B0001GH7VS,A1906RZITWT2K2,12/16,4.0
B0001GH7VS,A3NIW0FBKAYIC6,5/8,5.0
B0001GH7VS,AJI8AE4LR8P5A,1/3,3.0
B0001GH7VS,A2887J6P8VPB5H,4/8,5.0
B0001GH7VS,A25PM9JGHPU8EI,2/5,5.0
B00178U3CY,AQ8DU6XVA3USJ,39/43,4.0
B00178U3CY,A2OLJD19ZVE2DX,15/16,4.0
B00178U3CY,A2NJO6YE954DBH,12/13,4.0
B00178U3CY,A2Q13PHEXGR48Q,14/16,4.0
B00178U3CY,A1GHUN5HXMHZ89,12/14,4.0
B00178U3CY,A2B73CL3QSYWLB,12/14,4.0
B00178U3CY,A1QOE9P49YQ0AZ,8/9,5.0
B00178U3CY,A20ELE6G4N447V,6/7,4.0
B00178U3CY,A2WD487DM2UDPE,6/7,4.0
B00178U3CY,A315K47GRB024C,10/13,3.0
B00178U3CY,A2I2KCSXQNO89D,5/6,2.0
B00178U3CY,A2TLSCYMLJ6HT5,2/2,4.0
B00178U3CY,A19V9XP269KM20,1/1,2.0
B00178U3CY,AGZVS6M8XJGN6,1/1,3.0
B00178U3CY,A39AWL2FKWDFK6,5/7,3.0
B00178U3CY,A16ELV8DIYHGRD,0/0,5.0
B00178U3CY,A3IXZJ1L73DYTA,0/0,4.0
B00178U3CY,A3FZEGBWI1DFT3,0/0,4.0
B00178U3CY,A7Y6AVS576M03,0/0,5.0
B00178U3CY,A2C441KW9Y7UNS,1/2,3.0
B000A3457Q,A2CEUF983V8DZ2,217/243,1.0
B000A3457Q,AFU0TX6HFARFQ,140/156,1.0
B000A3457Q,AIIBVB2BUQ6W3,76/90,1.0
B000A3457Q,AJB8HWMON1194,14/16,1.0
B000A3457Q,AKMP8VE524B6C,9/10,2.0
B000A3457Q,A16MM8IALWWN2E,11/14,1.0
B000A3457Q,A3LH0LIL5BQNJW,12/17,3.0
B000A3457Q,ACVLGAILKISJU,3/4,1.0
B000A3457Q,A38TO32JNBGVSI,5/7,3.0
B000A3457Q,A32691AKYNY868,20/37,5.0
B000A3457Q,A308Y3MMNWVNST,26/49,5.0
B000A3457Q,A23K0A6DL5HQQ3,19/37,5.0
B00004U8KV,A160AB64G2E949,1/3,5.0
B00004U8KV,A1SFFZEZJVZ23K,0/2,1.0
B00004U8KV,A3JQMWQISA8C62,0/2,4.0
B00004U8KV,AMES4EV02SN1U,3/9,4.0
B00004U8KV,A2INL3AYAT6325,1/6,4.0
B00004U8KV,A1GPGBHBI6T2HJ,17/17,4.0
B00004U8KV,A1V01NGLYKAZ5E,1/1,3.0
B00004U8KV,A13E7YHXOUVO4Z,1/1,4.0
B00004U8KV,A36D94ZAIRFAA1,1/1,5.0
B00004U8KV,A3BLXGGVMER4G4,1/1,5.0
B00004U8KV,A1A2QI84D91I91,2/3,4.0
B00004U8KV,A1GNVWDROW3WGX,0/0,5.0
B00004U8KV,A18XCK973EO8D8,0/0,4.0
B00004U8KV,A23YP86E66S9BR,0/0,5.0
B00004U8KV,A3J5WEY9BS9EFA,0/0,5.0
B00004U8KV,A194RK34YVW0P0,0/0,5.0
B00004U8KV,A2S1T99KC4JZOT,0/0,5.0
B00004U8KV,A3QL31YFKGIF0L,0/0,3.0
B00004U8KV,A208YAHPF6LFYA,0/0,5.0
B00004U8KV,AGHOUN6ZOFI0O,0/0,5.0
B00004U8KV,AGCSW32GUK7TY,0/0,5.0
B00004U8KV,AXXUZ2HS6DP0S,0/0,5.0
B00004U8KV,A69TIP4A2TXPO,0/0,5.0
B00004U8KV,A169I83JL8QJGN,0/0,4.0
B00004U8KV,A3JQO4I6A2THWY,0/0,5.0
B00004U8KV,A3L6JN29T64JMX,0/0,5.0
B00004U8KV,AA5XZVANDXGJE,0/0,5.0
B00004U8KV,A13UDAIB4TYB0C,0/0,5.0
B00004U8KV,A1TIT9FAIBP72P,0/0,4.0
B00004U8KV,AKDDYRVNX19Y3,0/0,4.0
B00004U8KV,A140AGMG1W9OLU,0/0,2.0
B00004U8KV,A3VM1OMRLMQI2T,0/0,3.0
B00004U8KV,A3CJC7K4QZBYW5,0/0,5.0
B00004U8KV,A21W6EI7GMBOQZ,0/0,4.0
B00004U8KV,A20ILXH3QE12NY,0/0,4.0
B00004U8KV,A20ILXH3QE12NY,0/0,4.0
B00004U8KV,A3QDEXGOX6S0OV,0/0,3.0
6305754276.0,A2L00PK73MX3HW,3/3,4.0
B00008FZHL,AP9KM0QPOSUMG,11/11,5.0
B00008FZHL,A2VNHNS58QI0NO,3/3,5.0
B00008FZHL,A3NE5KEHD57Q6S,2/2,5.0
B00008FZHL,A284WFDKK1N594,0/0,5.0
B00008FZHL,A6KNR46BDWOJU,0/0,5.0
B00008FZHL,A1656RB3USUAD0,0/2,5.0
B00008FZHL,A3K1Y04Q9F47XO,0/5,3.0
B00008FZHL,A27FYPCKNT58N,1/12,5.0
B000NOKM9M,A3DZQPWHGR1BVR,1/1,3.0
B004VGH63I,A3GLPUORSK8EY1,1/1,5.0
B004VGH63I,A2KBK7P0MB0RZZ,1/1,5.0
B008IG09KE,AZ2YLC0GWTAH2,4/6,4.0
B008IG09KE,AETU6WZAUMX53,0/0,4.0
B008IG09KE,A3ULZZBTCHM5IU,0/3,4.0
B0002I82XW,AEBR5MKUVAIMJ,0/0,5.0
B0002I82XW,A3PZ88WU7RPTP6,0/0,5.0
B0002I82XW,A2X587R9Z5WHJV,0/0,1.0
B0002I82XW,A3OAGCMKULRRYJ,0/0,3.0
B0002I82XW,A2J6SUVSUJH0OQ,0/0,5.0
B0002I82XW,ARUMS3REGZRRD,0/0,5.0
B0002I82XW,ADWLRYZGB1JCM,0/0,1.0
B0002I82XW,A27TQA0XCZUXZY,0/0,5.0
B0002I82XW,ACIBQ6BQ6AWEV,0/0,4.0
B0002I82XW,A1MT2C1X4VCZEE,0/0,4.0
B0002I82XW,AW8T648J14CID,0/0,4.0
B0002I82XW,A3531OQEZO1P1E,0/0,5.0
B0002I82XW,A33L40I68P1JTY,0/0,5.0
B0002I82XW,ADEC4ISEGKTR2,0/0,4.0
B0002I82XW,A246YNIG7AZOJL,0/0,5.0
B0002I82XW,A25VX6W6GWALBR,0/0,5.0
B0002I82XW,A27F8J2MY6LKOK,0/0,5.0
B0002I82XW,AHS1KD4CKB08D,0/0,5.0
B0002I82XW,A167HI639BBJUM,0/0,5.0
B0002I82XW,A2J99RLU430YLP,0/0,5.0
B0002I82XW,AXDE8R0NO0DR,0/0,5.0
B0002I82XW,A4GW1XCSFUA3D,0/0,5.0
B0002I82XW,A3LD3X6S5J2INT,0/0,5.0
B0002I82XW,ATZ1LTONGHOP6,0/0,3.0
B0002I82XW,ADRXWCV5R922S,0/0,3.0
B0002I82XW,A1WUMTJOASEL5F,0/0,5.0
B0002I82XW,A2NMXYVQYTWMLD,0/0,4.0
B0002I82XW,A2L8FYT0LPTM48,0/0,5.0
B0002I82XW,A3UP4AV1A8Y6XH,0/0,5.0
B0002I82XW,AFXSD5556XEUG,0/0,4.0
B0002I82XW,AK5KWFZPMQOQ0,0/0,5.0
B0002I82XW,A11KP5UH2CT949,0/0,5.0
B0002I82XW,A2M5FI4CB6VUXF,0/0,5.0
B0002I82XW,A1GNZ19FWDR0QU,0/0,5.0
B0002I82XW,A9ZD0FD8YELXI,0/0,5.0
B0002I82XW,A2ZHH7AK83JB5G,0/0,5.0
B0002I82XW,A2IZHS56N6FRHK,0/0,5.0
B0002I82XW,A3A48XEYWLWH7T,0/0,5.0
B0002I82XW,A3H82LUT1EC655,0/0,5.0
B0002I82XW,A34KZYE51A0A19,0/0,5.0
B0002I82XW,A2T3LYZGYDQ5JV,0/0,5.0
B0002I82XW,A2B7BUH8834Y6M,0/0,5.0
B0002I82XW,A28L8GOJIIDAEH,0/0,5.0
B0002I82XW,A126MEZ31YAWZ0,0/0,5.0
B0002I82XW,A8U0KKEUWQQGK,0/0,5.0
B0002I82XW,AB68HNICMCUPP,0/0,5.0
B0002I82XW,A18TENNS8IUBQH,0/1,4.0
B0002I82XW,A1CNG6AJ0BOB7V,1/15,5.0
B0002I82XW,A16PJLCQ31NL8R,24/26,1.0
B0002I82XW,A3UV7L5ND3EH8T,7/7,4.0
B0002I82XW,A11SXJ2H7IC8J7,7/7,1.0
B0002I82XW,A3JJYTVBSP7YXR,12/14,4.0
B0002I82XW,A2LYQ1S0IF7ZTB,6/6,5.0
B0002I82XW,A17L7Q00FMCXZL,5/5,1.0
B0002I82XW,A2O1FXNXJZI8XW,5/5,2.0
B0002I82XW,A23SFPMLXY4J1H,3/3,5.0
B0002I82XW,A1R3GO92Z5MP3Q,3/3,5.0
B0002I82XW,A3QF3JBCSDYR73,3/3,5.0
B0002I82XW,A1XGTERS7UVRU5,3/3,5.0
B0002I82XW,A13ZAVU55QK5DW,3/3,5.0
B0002I82XW,ADH8OLVJKT05Z,5/6,5.0
B0002I82XW,A1D663YD036KNH,5/6,5.0
B0002I82XW,A2FTHCGH06O4Y5,2/2,5.0
B0002I82XW,AMDFXI9GWJPX1,2/2,5.0
B0002I82XW,A2PDYZFSYRNXKS,2/2,5.0
B0002I82XW,A140XH16IKR4B0,2/2,5.0
B0002I82XW,A2TOU0N8XE68W4,2/2,5.0
B0002I82XW,A3AP6H48QHX8BR,2/2,4.0
B0002I82XW,A3UXXFEYDR4G0T,2/2,5.0
B0002I82XW,A3TD7B0CT1NHO4,1/1,5.0
B0002I82XW,AID8OJP77VK6Y,1/1,5.0
B0002I82XW,A2ZM9BGE3K3SY2,1/1,5.0
B0002I82XW,A2MGP2TCHVWYGN,1/1,3.0
B0002I82XW,A240QB45BSMDAN,1/1,5.0
B0002I82XW,A2WY4WXO60QJ1C,1/1,5.0
B0002I82XW,AMQZ40Z0NGMAE,1/1,5.0
B0002I82XW,AOXMYZGE43DE,1/1,5.0
B0002I82XW,A3LWHTGUFOLH6C,1/1,5.0
B0002I82XW,A5CSVNVV2XBE7,1/1,5.0
B0002I82XW,A236ZKW9KLRLJJ,1/1,5.0
B0002I82XW,A1MWZCZGTE79DT,1/1,5.0
B0002I82XW,AMQDFU0ENZJ4M,1/1,5.0
B0002I82XW,AVRBD2EG88HRQ,1/1,5.0
B0002I82XW,ANR3ABC77ZL7R,2/3,3.0
B0002I82XW,A160AB64G2E949,2/3,5.0
B0002I82XW,A1VAJHFDFVGS81,2/3,5.0
B0002I82XW,A2B7BUH8834Y6M,2/3,5.0
B0002I82XW,AEJAFBCTVLV9Q,0/0,5.0
B0002I82XW,A1JN58PTDXXT63,0/0,5.0
B0002I82XW,A1Q8JU9IQPB5ZR,0/0,5.0
B0002I82XW,AP3B615GM191G,0/0,5.0
B0002I82XW,A3AB4HQ9HYY7EJ,0/0,5.0
B0002I82XW,A23NTVHXIKP7JL,0/0,5.0
B000I64V24,A1K7AGSTZ1206I,9/11,4.0
B000I64V24,A22RC7VHK0EPDZ,0/0,4.0
6301971493.0,A3VHUQ85RH0BC3,5/5,5.0
6301971493.0,APL82HNPG1GQU,4/4,5.0
6301971493.0,A1QCMULTQPKWMB,4/4,5.0
6301971493.0,A1TONI9A0YFOD6,3/3,4.0
6301971493.0,AMNYP1JVEIP51,3/3,5.0
6301971493.0,A2X25C107CSLOR,2/2,4.0
B00008FZHF,A34M5D83VN5PTW,2/3,4.0
B000F9RL9Y,A2A7NHE5HTK79N,37/40,5.0
B000F9RL9Y,A1TG5RGM1MSEYU,18/20,4.0
B000F9RL9Y,A3CVV6NPVBVVDE,9/9,3.0
B000F9RL9Y,AHIKO85RKGHYE,5/6,5.0
B000F9RL9Y,A3700M0EIXOYE,2/2,5.0
B000F9RL9Y,A2NYD92U8879P7,1/1,1.0
B000F9RL9Y,A3UUV699XDLFLM,0/0,4.0
B000F9RL9Y,A1VPP5MKPALZ1L,0/0,5.0
B000F9RL9Y,A18VYSIJG2LED4,0/0,5.0
B000F9RL9Y,A2FLLS23CM1LVO,0/0,5.0
B000F9RL9Y,A1BJA8UGDWDHWO,4/11,4.0
6304972857.0,A1PB43SUGAJK2Z,0/0,5.0
6304972857.0,A11HVIMRI70E2U,0/0,5.0
6304972857.0,A35MEM8ZIHFNA4,1/2,5.0
6304972857.0,A319KYEIAZ3SON,4/7,4.0
6304972857.0,ANTHG1QQOVLO6,4/7,5.0
6304972857.0,A14PTJ17T1GTCE,4/7,5.0
6304972857.0,AZKOAQD35GC3C,0/1,5.0
6304972857.0,A1XC7GDSPQHJ4L,0/1,5.0
6304972857.0,A2WO1D49PBO90P,0/1,3.0
6304972857.0,A3AZCQ8TJA6191,0/1,5.0
6304972857.0,A91LE0MPYE8GJ,0/1,5.0
6304972857.0,A689W8L78ZQR5,0/1,2.0
6304972857.0,A17JVI15BRY90P,1/3,1.0
6304972857.0,A1AEEH4893HKVM,1/3,2.0
6304972857.0,AGI3VJ0I04QO7,2/5,4.0
6304972857.0,ATXL536YX71TR,4/9,2.0
6304972857.0,A2PN9LCODJMR5K,1/4,5.0
6304972857.0,A2FJIMSP6JBC5E,5/11,1.0
6304972857.0,A33IV9PI05OLKZ,0/5,5.0
6304972857.0,A3NI0M6UF1BO7U,58/64,4.0
6304972857.0,A2M6EN294WFONZ,20/21,5.0
6304972857.0,A3EBC2EU1XNSEU,41/49,4.0
6304972857.0,A1267YTKY55SDD,12/13,4.0
6304972857.0,A1XEVKJR5FBBSK,11/12,4.0
6304972857.0,A53LE13K1AONQ,13/15,4.0
6304972857.0,A2IRYEO9UQ8AC5,10/11,4.0
6304972857.0,ABO2ZI2Y5DQ9T,8/9,4.0
6304972857.0,A2M8CP49E8NBIO,5/5,5.0
6304972857.0,A3UYN2357X1QEE,5/5,4.0
6304972857.0,A2ZVERVFM25MJT,4/4,4.0
6304972857.0,A2BFTCG54H2I6I,2/2,5.0
6304972857.0,A1EJZQYWOO4832,2/2,5.0
6304972857.0,A32B24IPS450WX,1/1,4.0
6304972857.0,A392WLAMBV6TF1,1/1,5.0
6304972857.0,A1D21P6MCXU2BG,1/1,5.0
6304972857.0,A106G55DHGVXMZ,1/1,5.0
6304972857.0,A3G3DXHBPXYDS4,1/1,5.0
6304972857.0,AEC1VJV0HULYL,4/6,5.0
6304972857.0,AX8NMABTN51H9,2/3,5.0
6304972857.0,A2JHQ8OSNJR95M,0/0,1.0
6304972857.0,A2GT65YTNYXBW3,0/0,5.0
6304972857.0,A2592JZXKITTYN,0/0,5.0
6304972857.0,AU15IBSG6Z8EJ,0/0,5.0
6304972857.0,A14HA16K7Z08UY,0/0,5.0
6304972857.0,A319MFCLZHTT86,0/0,5.0
6304972857.0,A214M0CBL5799,0/0,5.0
6304972857.0,A82LIVYSX6WZ9,0/0,4.0
6304972857.0,A2T3YXZR3DA7PV,0/0,5.0
6304972857.0,A15Q9YEG1XPEJN,0/0,4.0
6304972857.0,A1NP180YLYF4DY,0/0,5.0
6304972857.0,A1L20MX19ZMNW5,0/0,5.0
6304972857.0,A2ZVERVFM25MJT,0/0,4.0
6304972857.0,A2ONVWGZF86B5L,0/0,3.0
6304972857.0,AITWYPPHT2854,0/0,5.0
B00008FZHB,AP9KM0QPOSUMG,11/11,5.0
B00008FZHB,A2VNHNS58QI0NO,3/3,5.0
B00008FZHB,A3NE5KEHD57Q6S,2/2,5.0
B00008FZHB,A284WFDKK1N594,0/0,5.0
B00008FZHB,A6KNR46BDWOJU,0/0,5.0
B00008FZHB,A1656RB3USUAD0,0/2,5.0
B00008FZHB,A3K1Y04Q9F47XO,0/4,3.0
B00008FZHB,A27FYPCKNT58N,1/12,5.0
5554663931.0,AP839YM0XJ664,1/4,4.0
B001PHA6PQ,A2X7NBUETXC19E,13/13,4.0
B001PHA6PQ,AMNKPSXTWVE5Q,4/4,5.0
B001PHA6PQ,A1TH76BK89HCSU,0/0,5.0
B001PHA6PQ,A2M01AQ82JXPSQ,0/0,5.0
B001PHA6PQ,AP8ZD9MU4UP9C,0/0,5.0
B001PHA6PQ,A3T45U9P8GV9PX,0/0,5.0
B001PHA6PQ,A3G1BDAUY10OS0,0/0,5.0
B001PHA6PQ,AATG9BI96R5N4,0/0,5.0
B00004CJ1R,A3PDLA9OJ7H8SA,18/19,4.0
B00004CJ1R,A4U13CEKVUDNY,7/7,4.0
B00004CJ1R,A2IHS4NMW09CAU,4/4,4.0
B00004CJ1R,A3O66RPBX1Q4ZA,3/3,5.0
B00004CJ1R,A1SVXJZ3386U2D,3/3,4.0
B00004CJ1R,AQ0BJOP7U7Z0K,5/6,5.0
B00004CJ1R,A2X44DD1TN0P13,4/5,4.0
B00004CJ1R,A22RY8N8CNDF3A,1/1,4.0
B00004CJ1R,A20EEWWSFMZ1PN,1/1,4.0
B00004CJ1R,A4PPZNQF1X2IY,1/1,4.0
B00004CJ1R,A32B6XWNR55SRL,1/1,5.0
B00004CJ1R,A1W702WG1LC6R3,0/0,4.0
B00004CJ1R,AO9I7ROZQQCJF,0/0,4.0
B00004CJ1R,A2LWG04VA1DX8E,0/0,5.0
B00004CJ1R,AW3VZ5O895LRK,0/0,5.0
B00004CJ1R,APBNLLYCJM8YE,0/0,5.0
B00004CJ1R,A2GYX971VETQBV,10/17,3.0
B00004CJ1R,A3OD5LFFYYGP3E,0/2,3.0
B00004CJ1R,A3C6X0DAM87GN4,7/28,2.0
B007HCF5AE,AXSES4EXE179H,0/0,1.0
6301882741.0,A1YWWCU19DVKFG,0/0,5.0
B000F9RL9E,AVQO7W30FVMVB,8/9,4.0
B000F9RL9E,AZ1MSBAOKUE7R,5/6,4.0
B0007YXPCY,A2F29ZGNSV4FSC,3/3,5.0
B003RLEWOY,AAYNI56E2QQ1M,1/3,3.0
B000Y59D72,A4BMG022P601N,0/3,4.0
B000F9RL9O,AW7XTH5A5US9A,0/0,5.0
B000F9RL9O,A1NHOBU6YGTR4W,0/0,4.0
B000F9RL9O,A1PFZ1HI0ZN824,0/0,5.0
B000F9RL9O,A10UIV824IHVO5,0/0,5.0
B000F9RL9O,A2EP7B9BI8XKMJ,0/0,5.0
B000F9RL9O,A2Z65D8FBYDY63,0/0,5.0
B000F9RL9O,A2XVRCU5DQBULH,0/0,4.0
B000F9RL9O,A1XUYX6MB35MYW,1/2,5.0
B000F9RL9O,A2A7NHE5HTK79N,1/2,5.0
B000F9RL9O,A2HJYAOY3FIVK8,7/13,4.0
B000F9RL9O,AYQF4Z1EQDACU,2/5,5.0
B000F9RL9O,ANQC9L264HAZV,0/2,4.0
B000F9RL9O,A1J03J0HZ7KU5T,120/124,4.0
B000F9RL9O,A2066L25IWX8QK,59/62,4.0
B000F9RL9O,AKWF4PUKUW0XS,41/44,4.0
B000F9RL9O,A35VZER7URL9GT,18/19,5.0
B000F9RL9O,A3EFLT5PI0TU57,12/12,4.0
B000F9RL9O,A3QR5L4SG42380,16/18,3.0
B000F9RL9O,A37XGUQ1VH0XM6,16/18,5.0
B000F9RL9O,A22DKBJRTMY7UK,9/9,5.0
B000F9RL9O,A37NEHKEWK9ZS8,6/6,4.0
B000F9RL9O,A2KSC2BT77BK0B,4/4,5.0
B000F9RL9O,A1JP6SSS7BZJYP,4/4,3.0
B000F9RL9O,AA3EC3LKOBD80,4/4,5.0
B000F9RL9O,A253FSP9JDONT9,4/4,5.0
B000F9RL9O,A142WVWVIQZ1KW,4/4,5.0
B000F9RL9O,A28WMNHLDCBPPF,4/4,3.0
B000F9RL9O,A29BQCXX2ISJBE,3/3,5.0
B000F9RL9O,AGMNNY70EZE9Z,3/3,5.0
B000F9RL9O,AS18HUSD425L3,3/3,5.0
B000F9RL9O,A25FL6VLD7S23S,3/3,5.0
B000F9RL9O,A4R9MJFF8UFND,3/3,4.0
B000F9RL9O,A2J3MR64L567OK,3/3,5.0
B000F9RL9O,A2NZT1OQCKOPT2,2/2,5.0
B000F9RL9O,A1D7YI2D5D7JH0,2/2,5.0
B000F9RL9O,A1OXAC67P6SELP,2/2,5.0
B000F9RL9O,AIMR915K4YCN,2/2,5.0
B000F9RL9O,A25ZVI6RH1KA5L,2/2,5.0
B000F9RL9O,A16ZZS30D3RD85,2/2,5.0
B000F9RL9O,A2DDBYKXF1N0D5,1/1,5.0
B000F9RL9O,A209UHFHJ0779,1/1,5.0
B000F9RL9O,A1V6Q6XIFN851Q,1/1,5.0
B000F9RL9O,A1KINLEKGZN193,1/1,4.0
B000F9RL9O,A2MREMBA5C93OD,1/1,5.0
B000F9RL9O,A2L3VK6QQ91ILU,1/1,4.0
B000F9RL9O,AGG1FKT4W9UCN,1/1,5.0
B000F9RL9O,A1QALZ1917SRE1,1/1,5.0
B000F9RL9O,AYI0XTGG17DOX,1/1,5.0
B000F9RL9O,A2M6SAHM4XJTAC,0/0,5.0
B000F9RL9O,A19B0B2SV46GTF,0/0,5.0
B000F9RL9O,ADHD7MD3OIJ8Z,0/0,5.0
B000F9RL9O,A1VMVXV0TS1S0H,0/0,5.0
B000F9RL9O,A25RT8ZYKNWY3L,0/0,5.0
B000F9RL9O,A3Q0R1VPV5DQBU,0/0,5.0
B000F9RL9O,A7LNELVYE6LRH,0/0,4.0
B000F9RL9O,A11GDSD1QL32L3,0/0,5.0
B000F9RL9O,A1LIBJFCN9X7XD,0/0,5.0
B000F9RL9O,A2OL2722H5VOLK,0/0,5.0
B00005NKBV,AQ77TOADJSYVW,9/11,4.0
B000Y11BGC,AW7P8LRCFHFSG,0/0,3.0
B00005NKBU,A1JVWZR2QI46LN,8/9,5.0
B00005NKBU,A3GHMDQNL26ZB1,5/6,4.0
B00005NKBU,A2Y2BVX48E7DWD,0/0,2.0
B00005NKBU,A1CLZNBJDCUBMH,2/17,2.0
B00005NKBZ,AUZ7I8EE05KRZ,15/16,4.0
B00005NKBZ,A2T33U7BJ2517Z,2/2,4.0
B00005NKBZ,A2AGYARDM60A04,1/1,5.0
B00005NKBZ,A1A43383PQYA4,0/0,3.0
B00005NKBZ,APJFBMED2VK0L,0/0,1.0
B00005NKBZ,AYVM0PBRZI87Q,0/0,2.0
B00005NKBZ,A3FZR7O48D94FQ,1/2,5.0
B003CJNFGM,A7YF5VDHN5LJY,0/0,5.0
B000KRN25I,A24B64D774BU0Y,6/6,5.0
B000KRN25I,A1B1HU9JT0DXS5,5/5,5.0
B000KRN25I,A1Q0421CG03O1U,2/2,5.0
B000KRN25I,A14SGNOIBBE7T4,5/7,1.0
B000KRN25I,A31OLMYD94FBTD,0/0,5.0
B000KRN25I,A3MNJL4ROH6LRW,0/0,5.0
B000KRN25I,A1IALMGRNZ4Z4G,0/0,5.0
B000KRN25I,A98L9TI92ANCY,0/0,4.0
B000KRN25I,A2OSGO6BBET8IZ,0/0,4.0
B000KRN25I,AOWNH397MHEAE,5/11,1.0
6301813855.0,A3ABITQVDGVXAV,25/26,5.0
6301813855.0,A349AW053NROEO,20/21,5.0
6301813855.0,A3NM9N367MLNXZ,14/15,5.0
6301813855.0,A3LF8CYYWJML6K,6/6,5.0
6301813855.0,A1380LGP2F5BAP,4/4,5.0
6301813855.0,AFL74OSMHMOAU,6/7,5.0
6301813855.0,A7K5T8LN2JCZY,8/10,5.0
6301813855.0,A2KPZJBVVUNUT4,2/2,5.0
6301813855.0,A3GTZUV711AA37,2/2,5.0
6301813855.0,AH7P2X8N57KUN,2/2,5.0
6301813855.0,A32ULAL4X2UWNM,3/4,5.0
6301813855.0,A8FGQ7BYU4DMD,0/0,5.0
6301813855.0,A2UHOE07KXXWFQ,0/0,1.0
6301813855.0,A2OO11OR6V0OV5,0/0,5.0
6301813855.0,A3JE481VGU8A4D,0/0,5.0
6301813855.0,A1SNSPHCEXV5RL,0/0,5.0
6301813855.0,A2AJ2HV88T2TC0,0/0,5.0
6301813855.0,A3B4CZC2HA73EG,0/0,5.0
6301813855.0,A2N3D053KJ976O,0/0,5.0
6301813855.0,A3M46OTOZ4IFTU,0/0,5.0
6301813855.0,AOKCK83N4ODT,0/0,5.0
6301813855.0,A288GNSLC7NIQ,0/0,5.0
6301813855.0,A2I0A7GKI68LNK,0/0,3.0
6301813855.0,A1LRLO883HTFZJ,1/3,5.0
6301813855.0,AH7P2X8N57KUN,4/8,5.0
6304170408.0,A2NU3IJYTDIPCI,113/114,4.0
6304170408.0,A6VPIOPMDJ8H7,39/42,5.0
6304170408.0,AQX5KTS7MZ6AE,31/33,2.0
6304170408.0,AT576Z9DC6HJ0,12/12,4.0
6304170408.0,A1S3C5OFU508P3,15/16,5.0
6304170408.0,A1P2NBM3P3TS2X,12/14,5.0
6304170408.0,A15W54CJSWDGJJ,2/3,5.0
6304170408.0,A2W3KBMFRUDU4J,2/3,5.0
6304170408.0,A2RL6VKA2DZZT3,0/0,5.0
6304170408.0,A2JNFJ13U4KR2K,0/0,5.0
6304170408.0,A2X7A9AOYT9RRQ,0/0,5.0
6304170408.0,A2MA2A03L5WHJW,0/0,5.0
6304170408.0,A21DGP1WNLH9LM,0/0,4.0
6304170408.0,A255GI8RO375IG,0/0,5.0
6304170408.0,A2BNLNGI8K87PU,0/0,5.0
